Must be local?,token,q002,q003,q004,q005,q006,q007,q008,q009,q010,q011,q012,q013,q014,q015,q016,q017,q018,q019,q020,q021,q022,q023,q024,q025,q026,q027,q028,q029,q030,q031,q032,q033,q034,q035,q036,q037,q038,q039,q040,q041,q042,q043,q044,q045,q046,q047,q048,q049,q050,q051,q052,q053,q054,q055,q056,q057,q058,q059,q060,q061,q062,q063,q064,q065,q066,q067,q068,q069,q070,q071,q072,q073,q074,q075,q076,q077,q078,q079,q080,q081,q082,q083,q084,q085,q086,q087,q088,q089,q090,q091,q092,q093,q094,q095,q096,q097,q098,q099,q100,q101,q102,q103,q104,q105,q106,q107,q108,q109,q110,q111,q112,q113,q114,q115,q116,q117,q118,q119,q120,q121,q122,q123,q124,q125,q126,q127,q128,q129,q130,q131,q132,q133,q134
0,4555_1787,,Pass with Merit,,Bachelor of Arts (Architecture),,6/30/2016,Arts & Soc Sci,Current course was not the first choice of study,Indonesia,Working Full-Time in a Permanent job,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,Employee,Non Applicable based on skip pattern,,,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,5500,,3150,Education,,"Others, please provide job title and description",,,2,4,"Yes, I am employed in a job related to my course of study",Stronger interest in current job,,Non Applicable based on skip pattern,,DECEMBER,2016,None (Bonded to Sponsoring Organisation),"No, I did not look for employment",8,2016,2,2016,Non Applicable based on skip pattern,Yes,No,No,Non Applicable based on skip pattern,No,No,Yes,No,Yes,Non Applicable based on skip pattern,Yes,Yes,No,,,,,,,,,,,,,,,,Q21_8 Other job websites portals,Getting an interview,,"Yes, intend to pursue in the near future (within the next 5 years)",MBA,,,,,,,No,Non Applicable based on skip pattern,,Not applicable. I am not aware of the career services offered,Not applicable,Satisfied,Neutral,Very satisfied,Satisfied,Satisfied,Neutral,Well,Very well,Well,Not at all,Well,Fairly well,Not at all,Very well,Well,Well,Very well,Not applicable,A little,Not applicable,Agree,Chinese,,Others,,Full Time,UMED,ENVIRONMENTAL ENG (HONS),,,NORMAL,,1520,International,F,N,,,,,,
0,38768_270,,Honours (Highest Distinction),,Bachelor of Science (Pharmacy),,6/30/2016,Science,Current course was my first choice of study,Singapore,Pharmacy graduate serving pupilage,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,Employee,Government,,,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,,3440,Oilfield and gasfield machinery and equipment manufacturing,,Electronic Engineer,SOCIAL WORKER,,To some extent,1,"Yes, I am employed in a job partially related to my course of study",Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,JUNE,,One,Non Applicable based on skip pattern,3,2016,2,2016,No,No,Non Applicable based on skip pattern,No,No,Non Applicable based on skip pattern,Non Applicable based on skip pattern,No,No,No,No,Non Applicable based on skip pattern,No,No,,,,,,,,,1,,,,,,,,Getting offers after the interview,,"No, do not intend to pursue at all",MBA,,,,,,,No,Non Applicable based on skip pattern,,Yes,Not applicable,Not applicable,Dissatisfied,Not applicable,Neutral,Neutral,Agree,Well,Fairly well,Well,Very well,Well,Very well,Well,Very well,Fairly well,Well,Well,Not applicable,Not applicable,Not applicable,Agree,Chinese,,Others,,Full Time,,ENGINEERING SCIENCE (HONS),,,CDP,,1520,Singapore Permanent Resident,F,N,,,,,,
0,43281_296,,Honours (Highest Distinction),,Bachelor of Engineering (Mechanical Engineering),,2/28/2016,Architecture,Current course was not the first choice of study,Singapore,Working Full-Time in a Permanent job,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,Employee,Government,,OTHER,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,,3300,Financial and Insurance,,Dentist,,FINANCIAL PLANNING,2,2,"Yes, I am employed in a job related to my course of study",Non Applicable based on skip pattern,,"Yes, mainly to obtain a job with better pay/ career prospects",,APRIL,2016,Five,Non Applicable based on skip pattern,11,2016,3,2016,No,No,Non Applicable based on skip pattern,No,No,Non Applicable based on skip pattern,Non Applicable based on skip pattern,No,No,No,No,No,Non Applicable based on skip pattern,No,,,,,,,,,,,,,,,,,"Finding jobs to apply to, that is related to my career interest",,"No, do not intend to pursue at all",Master’s Degree by coursework,,,,,,PHARMACY,No,Non Applicable based on skip pattern,,"Not applicable. While I am aware of the career services, I have not used the career services offered",Not applicable,Not applicable,Not applicable,Satisfied,Neutral,Satisfied,Neutral,Fairly well,Well,Fairly well,Fairly well,Very well,Very well,Fairly well,Well,A little,Well,Fairly well,Not applicable,Not applicable,Not applicable,Neutral,Chinese,,Others,,Full Time,UGRD,PROJECT & FAC. MGT (HONS),,,NORMAL,,1520,Singapore Citizen,F,N,,,,,,
0,19562_1821,,Pass,,Bachelor of Social Sciences,,6/30/2016,Nursing,Currrent course was my first choice of study,Singapore,Medical graduate serving housemanship,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,Self-employed,Private firm (including government-linked companies),,OTHER,Singapore,,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,2500,,3110,Education,,Market Research Analyst,,,To some extent,3,"Yes, I am employed in a job partially related to my course of study",Non Applicable based on skip pattern,,No,,AUGUST,2016,One,Non Applicable based on skip pattern,2,2016,1,2016,No,Non Applicable based on skip pattern,Yes,No,Non Applicable based on skip pattern,No,No,Yes,Non Applicable based on skip pattern,Non Applicable based on skip pattern,Non Applicable based on skip pattern,No,No,Non Applicable based on skip pattern,,,,,,,,,1,,,,,,,Q21_8 Other job websites portals,Non Applicable based on skip pattern,,"No, do not intend to pursue at all",Non Applicable based on skip pattern,,,,,,RAILWAY ENGINEERING,No,Non Applicable based on skip pattern,,Yes,Satisfied,Satisfied,Satisfied,Not applicable,Neutral,Not applicable,Strongly disagree,Well,Very well,Well,Well,Well,Well,Not at all,Well,Well,Very well,Well,Very well,A little,Not applicable,Neutral,Chinese,,Others,,Follow up,,ARCHITECTURE (HONS),,,NORMAL,,1400,Singapore Permanent Resident,M,N,,,,,,
0,17112_454,,Honours (Distinction),,Bachelor of Computing (Information Systems),,6/30/2016,Business Admin (Accountancy),Current course was not the first choice of study,Singapore,Working Full-Time in a Permanent job,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,Employee,Government,,OTHER,Singapore,,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,4000,,4100,Non Applicable based on skip pattern,,Appraiser/ Valuer,DOCTOR,,To a great extent,4,"Yes, I am employed in a job partially related to my course of study",Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,,2010,None (Bonded to Sponsoring Organisation),"Yes, I attempted to look for employment",7,2016,7,2016,No,No,No,No,No,No,Non Applicable based on skip pattern,Yes,No,No,No,Yes,Non Applicable based on skip pattern,Non Applicable based on skip pattern,,,,,,,,,1,,,,,,,,Getting offers after the interview,,"Yes, intend to pursue in the future (not within the next 5 years)",Master’s Degree by coursework,,,,,,BUSINESS,No,Non Applicable based on skip pattern,,Not applicable. I am not aware of the career services offered,Satisfied,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Well,A little,A little,Very well,Fairly well,Very well,Well,Fairly well,Fairly well,Well,Well,Not applicable,Fairly well,Well,Neutral,Chinese,,Others,,Full Time,UGRD,Nil,,,NORMAL,,1520,Singapore Citizen,M,N,,,,,,
0,36635_1433,,Honours (Distinction),,Bachelor of Arts,,6/30/2016,Science,Current course was my first choice of study,Singapore,Working Full-Time in a Permanent job,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,Private firm (including government-linked companies),,,Singapore,,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,,1300,Financial and Insurance,,Non Applicable based on skip pattern,,,Not at all,1,Non Applicable based on skip pattern,Stronger interest in current job,,No,,JULY,,One,Non Applicable based on skip pattern,7,2016,4,2016,No,No,No,No,Yes,No,No,Yes,No,No,Non Applicable based on skip pattern,No,Yes,No,,,2,,,,,,,,,,,,,Q21_8 Other job websites portals,"Others, please specify:",,"No, do not intend to pursue at all",Post Graduate Diploma in Education (PGDE) without service bond from MOE,,NIL,,,,,Neutral,Non Applicable based on skip pattern,,Not applicable. I am not aware of the career services offered,Not applicable,Neutral,Neutral,Not applicable,Not applicable,Neutral,Agree,Well,Well,Fairly well,Well,Well,Well,Fairly well,Very well,Well,Well,A little,Not applicable,Fairly well,Not applicable,Agree,Chinese,,Others,,Full Time,UGRD,CHEMICAL ENGINEERING (HONS),,,NORMAL,,1520,Singapore Citizen,F,N,,,,,,
0,7363_1651,,Pass,,Bachelor of Science,,6/30/2016,,Current course was my first choice of study,Singapore,Working Full-Time in a Permanent job,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,Employee,Private firm (including government-linked companies),,NATIONAL UNIVERSITY OF SINGAPORE,Singapore,,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,3200,,2900,"Food & Beverage ( Includes Restaurants, Bars, Food Caterers, Hawkers)",,Registered Nurse,,,Non Applicable based on skip pattern,3,"Yes, I am employed in a job related to my course of study",Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,AUGUST,2016,Two,Non Applicable based on skip pattern,2,2016,2,2016,No,No,Non Applicable based on skip pattern,No,Non Applicable based on skip pattern,Non Applicable based on skip pattern,Non Applicable based on skip pattern,Yes,No,No,No,No,No,No,,,,,,,,,2,,,,,,,Q21_8 Other job websites portals,Getting an interview,,"Yes, intend to pursue in the near future (within the next 5 years)",Non Applicable based on skip pattern,,,,,,,Neutral,Non Applicable based on skip pattern,,Yes,Not applicable,Dissatisfied,Neutral,Neutral,Not applicable,Not applicable,Agree,Very well,Well,Fairly well,Fairly well,Well,Very well,Fairly well,Very well,Well,Very well,Well,Not applicable,Not at all,Not applicable,Agree,Chinese,,Others,,Full Time,UGRD,ARCHITECTURE (HONS),,,NORMAL,,1500,Singapore Citizen,F,N,,,,,,
0,449_558,,Honours (Merit),,Bachelor of Science (Pharmacy),,6/30/2016,Indtl & Systems Eng,Current course was my first choice of study,Singapore,Working Full-Time in a Permanent job,Non Applicable based on skip pattern,,Tried to but unable to find Full-Time Permanent Job,,Self-employed,Private firm (including government-linked companies),,,Singapore,,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,,2750,"Scientific Research & Development (Includes R&D on Natural Sciences & Engineering, Social Sciences & Humanities)",,Financial/ Insurance Services Manager (e.g. Financial Institution Branch Manager),,,To a great extent,4,"Yes, I am employed in a job related to my course of study",Non Applicable based on skip pattern,,No,,JULY,,Six or more,Non Applicable based on skip pattern,9,2016,2,2016,Non Applicable based on skip pattern,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,,3,,,,,,,,,,,,,,"Q21_6 Faculty School-level industrial attachment, professional attachment, or professional internship",Non Applicable based on skip pattern,,"Yes, intend to pursue in the near future (within the next 5 years)",Non Applicable based on skip pattern,,,,,,,No,Non Applicable based on skip pattern,,"Not applicable. While I am aware of the career services, I have not used the career services offered",Neutral,Very satisfied,Very satisfied,Satisfied,Not applicable,Not applicable,Agree,Well,Well,Well,Well,Well,Well,A little,Very well,Fairly well,Well,Well,Not applicable,Not applicable,Not applicable,Neutral,Malay,,Others,,Full Time,UGRD,ECONOMICS (HONS),,,NORMAL,,1520,Singapore Citizen,F,N,,,,,,
0,22982_561,,Honours (Distinction),,Bachelor of Medicine and Bachelor of Surgery,,6/30/2016,Arts & Soc Sci,Current course was my first choice of study,Singapore,Working Full-Time in a Temporary job,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,Employee,Statutory board,,MOE,Singapore,,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,3000,,1700,Information & Communication,,"Others, please provide job title and description",,,Not at all,5,"No, I am employed in a job not related to my course of study",Non Applicable based on skip pattern,,No,,,,Four,Non Applicable based on skip pattern,7,2016,5,2016,No,Non Applicable based on skip pattern,Non Applicable based on skip pattern,No,No,No,Yes,Yes,No,Non Applicable based on skip pattern,No,Non Applicable based on skip pattern,Yes,No,,,,,,,,,,,,,,,,Q21_8 Other job websites portals,Writing CV/ resume,,"No, do not intend to pursue at all","Others, please specify",,,,,,HR,No,Non Applicable based on skip pattern,,Yes,Not applicable,Very dissatisfied,Neutral,Satisfied,Satisfied,Satisfied,Agree,Well,Well,A little,A little,Well,Fairly well,Fairly well,Fairly well,Well,Fairly well,Well,Not applicable,Not applicable,Very well,Agree,Chinese,,Others,,Full Time,UGRD,COMPUTER SCIENCE (HONS),,,NORMAL,,1500,Singapore Citizen,F,N,,,,,,
0,18332_631,,Honours (Merit),,Bachelor of Science (Pharmacy),,6/30/2016,Medicine,Current course was my first choice of study,China,Not working and not looking for a job,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,Employee,Private firm (including government-linked companies),,OTHER,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,3200,,,Other engineering manufacturing,,"Others, please provide job title and description",,,To a great extent,4,"Yes, I am employed in a job partially related to my course of study",Non Applicable based on skip pattern,,"Yes, mainly to obtain a job with better pay/ career prospects",,MARCH,2016,Two,Non Applicable based on skip pattern,10,2016,2,2016,No,No,Non Applicable based on skip pattern,No,No,Non Applicable based on skip pattern,Non Applicable based on skip pattern,Non Applicable based on skip pattern,Yes,No,No,Yes,No,No,,,,,,,,,,,,,,,,Q21_8 Other job websites portals,"Finding jobs to apply to, that is related to my career interest",,"Yes, intend to pursue in the near future (within the next 5 years)",Master’s Degree by coursework,,,,,,ACCOUNTING,No,I found my course of study difficult and was not able to perform up to expectations,,"Not applicable. While I am aware of the career services, I have not used the career services offered",Not applicable,Neutral,Satisfied,Not applicable,Very satisfied,Neutral,Agree,Very well,Fairly well,Well,Well,Fairly well,Well,Well,Well,Well,Very well,Fairly well,Not applicable,Not applicable,Not applicable,Agree,Malay,,Others,,Full Time,UGRD,MECHANICAL ENGINEERING (HONS),,,NORMAL,,1500,Singapore Citizen,F,N,,,,,,
0,3492_659,,Honours (Distinction),,Bachelor of Business Administration (Accountancy),,4/30/2016,Chemical Eng,Current course was my first choice of study,Singapore,Working Full-Time in a Permanent job,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,Employee,Non Applicable based on skip pattern,,,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,,3350,"Legal, Accounting and Auditing",,Non Applicable based on skip pattern,,,Not at all,4,"Yes, I am employed in a job related to my course of study",Non Applicable based on skip pattern,,No,,,2016,One,Non Applicable based on skip pattern,5,2016,2,2016,Non Applicable based on skip pattern,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,Q21_3 Centre for Future-ready Graduates Internships,Getting an interview,,"No, do not intend to pursue at all",Advanced/ Specialist Diploma offered by Polytechnics,,,,,,,Yes,Non Applicable based on skip pattern,,Yes,Very dissatisfied,Not applicable,Satisfied,Very satisfied,Satisfied,Not applicable,Neutral,Fairly well,Well,Fairly well,Very well,Fairly well,Well,Fairly well,Well,Well,Well,Well,Not applicable,Fairly well,Very well,Neutral,Chinese,,Others,,Full Time,UGRD,ENVIRONMENTAL STUDIES-GEO HONS,,,NORMAL,,1520,Singapore Citizen,M,N,,,,,,
0,44554_801,,Honours (Distinction),,Bachelor of Computing (Information Systems),,6/30/2016,Arts & Soc Sci,Current course was my first choice of study,Singapore,Pharmacy graduate serving pupilage,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,Employee,Private firm (including government-linked companies),,JTC CORPORATION,Singapore,,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,4500,,,Oilfield and gasfield machinery and equipment manufacturing,,Management Executive,,FINANCIAL PLANNING,To a great extent,2,"Yes, I am employed in a job related to my course of study",Non Applicable based on skip pattern,,No,,,2012,Non Applicable based on skip pattern,Non Applicable based on skip pattern,8,2016,1,2016,Non Applicable based on skip pattern,No,No,No,No,No,No,Yes,Non Applicable based on skip pattern,No,Yes,No,Yes,No,,,,,,,,,,,,,,,,Q21_13 Referrals by family members and friends,Writing CV/ resume,,Non Applicable based on skip pattern,Non Applicable based on skip pattern,,,,,,MATHEMATICS,Yes,The career prospects and/ or wages associated with my course of study are below expectations,,"Not applicable. While I am aware of the career services, I have not used the career services offered",Neutral,Not applicable,Not applicable,Neutral,Not applicable,Neutral,Agree,A little,A little,Fairly well,Fairly well,Well,Fairly well,Well,A little,Well,Very well,Well,Not applicable,Not applicable,Fairly well,Agree,Chinese,,Others,,Full Time,UGRD,PSYCHOLOGY (HONS),,,NORMAL,,1520,Singapore Permanent Resident,F,N,,,,,,
0,5454_853,,Honours (Distinction),,Bachelor of Business Administration,,6/30/2016,Computer Eng,Current course was not the first choice of study,Singapore,Working Full-Time in a Permanent job,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,Employee,Own business in a non-technical field (entrepreneur),,MINISTRY OF HEALTH HOLDINGS,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,4200,,2700,Education,,"Others, please provide job title and description",,,To a great extent,2,"Yes, I am employed in a job related to my course of study",Non Applicable based on skip pattern,,No,,,2016,None (Bonded to Sponsoring Organisation),Non Applicable based on skip pattern,8,2016,8,2016,No,Yes,No,Non Applicable based on skip pattern,No,No,No,Non Applicable based on skip pattern,Non Applicable based on skip pattern,No,No,No,Non Applicable based on skip pattern,No,,,,,,,,,8,,,,,,,Q21_8 Other job websites portals,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,Professional Qualification – CFA equivalent,,NO,,,,,Neutral,Non Applicable based on skip pattern,,No,Not applicable,Not applicable,Not applicable,Very satisfied,Satisfied,Not applicable,Agree,Fairly well,Well,Very well,Fairly well,Very well,Well,Not at all,Well,Fairly well,Fairly well,Very well,Well,Well,Not applicable,Agree,Chinese,,Others,,Follow up,UGRD,LAWS (HONS) - 4 YEAR,,,NORMAL,,1420,International,M,N,,,,,,
0,59969_863,,Honours (Merit),,Bachelor of Arts (Architecture),,6/30/2016,Law,Current course was not the first choice of study,Singapore,Working Full-Time in a Permanent job,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,Employee,Government,,,USA,,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,,1300,Construction,,Management Executive,,,Non Applicable based on skip pattern,5,Non Applicable based on skip pattern,Non Applicable based on skip pattern,,No,,MAY,2015,None (Bonded to Sponsoring Organisation),Non Applicable based on skip pattern,8,2016,6,2016,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,Q21_8 Other job websites portals,"Finding jobs to apply to, that is related to my career interest",,"Yes, intend to pursue in the future (not within the next 5 years)",Non Applicable based on skip pattern,,,,,,ENGINEERING,Yes,Non Applicable based on skip pattern,,No,Not applicable,Not applicable,Satisfied,Satisfied,Neutral,Not applicable,Disagree,A little,A little,Fairly well,Well,Well,Very well,Fairly well,Very well,Very well,Fairly well,Very well,Very well,Very well,Not applicable,Agree,Chinese,,Others,,Full Time,UGRD,LAWS (HONS) - 4 YEAR,,,NORMAL,,1520,Singapore Citizen,F,N,,,,,,
0,23837_1021,,Pass,,Bachelor of Science (Project and Facilities Management),,6/30/2016,Medicine,Current course was not the first choice of study,Singapore,Working Full-Time in a Permanent job,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,Employee,Private firm (including government-linked companies),,MOH HOLDINGS,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,3000,600,,Administrative and Support Services Activities,,"Others, please provide job title and description",,,To some extent,3,Non Applicable based on skip pattern,Non Applicable based on skip pattern,,No,,JULY,2016,One,Non Applicable based on skip pattern,7,2016,7,2016,Yes,Non Applicable based on skip pattern,No,No,No,Non Applicable based on skip pattern,No,No,Yes,Non Applicable based on skip pattern,No,Non Applicable based on skip pattern,No,No,,,,,,,,,,,,,,,,Q21_7 Referral or facilitation by an individual faculty or staff member of NUS (excluding CFG staff),Getting offers after the interview,,"Yes, intend to pursue in the near future (within the next 5 years)",Singapore Workforce Skills Qualification (WSQ) qualification,,,,,,,Neutral,Non Applicable based on skip pattern,,"Not applicable. While I am aware of the career services, I have not used the career services offered",Not applicable,Not applicable,Not applicable,Neutral,Very satisfied,Dissatisfied,Strongly agree,Well,Well,Fairly well,Very well,Very well,Well,A little,Well,Well,Very well,Not at all,Very well,Well,Very well,Neutral,Chinese,,Others,,Follow up,UGRD,ECONOMICS (HONS),,,NORMAL,,1520,Singapore Permanent Resident,M,N,,,,,,
0,8381_1104,,Honours (Merit),,Bachelor of Science (Pharmacy),,6/30/2016,Arts & Soc Sci,Current course was my first choice of study,Singapore,Working Full-Time in a Permanent job,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,Employee,Private firm (including government-linked companies),,OTHER,Singapore,,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,4000,,3300,Financial and Insurance,,"Others, please provide job title and description",,,To a great extent,4,Non Applicable based on skip pattern,Stronger interest in current job,,No,,FEBRUARY,,Non Applicable based on skip pattern,Non Applicable based on skip pattern,9,2016,5,2016,No,Yes,No,No,No,Non Applicable based on skip pattern,No,Yes,Non Applicable based on skip pattern,No,No,No,No,No,,,,,,,,,,,,,,,,,Non Applicable based on skip pattern,,"No, do not intend to pursue at all",PhD,,,,,,POLITICAL SCIENCE,No,Non Applicable based on skip pattern,,Not applicable. I am not aware of the career services offered,Not applicable,Not applicable,Very satisfied,Satisfied,Satisfied,Not applicable,Neutral,Fairly well,Well,Well,Well,Well,Well,Well,Well,Fairly well,Very well,Fairly well,Not applicable,Well,Not applicable,Strongly agree,Chinese,,Others,,Full Time,,ENGLISH LANGUAGE (HONS),,,NORMAL,,1520,Singapore Citizen,M,N,,,,,,
0,16609_1139,,Pass with Merit,,Bachelor of Engineering (Materials Science and Engineering),,4/30/2015,Business Admin (Accountancy),Current course was my first choice of study,China,Working Full-Time in a Permanent job,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,Employee,Government,,OTHER,Singapore,,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,,1300,"Healthcare (Includes hospitals, medical, dental activities & pharmacies)",,"Others, please provide job title and description",,FINANCIAL PLANNING,4,4,"Yes, I am employed in a job partially related to my course of study",Non Applicable based on skip pattern,,"Yes, mainly to obtain a job with better pay/ career prospects",,AUGUST,2016,None,Non Applicable based on skip pattern,5,2016,5,2016,Non Applicable based on skip pattern,Non Applicable based on skip pattern,Non Applicable based on skip pattern,No,Yes,No,No,Yes,No,No,Non Applicable based on skip pattern,No,Non Applicable based on skip pattern,No,,,,,,,,,,,,,,,,,"Not satisfied with other parts of offer, other than salary",,"Yes, intend to pursue in the near future (within the next 5 years)",Master’s Degree by coursework,,,,,,RAILWAY ENGINEERING,Neutral,Non Applicable based on skip pattern,,Yes,Not applicable,Not applicable,Neutral,Neutral,Very satisfied,Dissatisfied,Neutral,Well,Well,Well,Well,Fairly well,Fairly well,A little,Well,Well,Fairly well,Well,Not applicable,Not applicable,Not applicable,Agree,Chinese,,Others,,Full Time,UGRD,Chemistry (Major),,,NORMAL,,1520,Singapore Citizen,M,N,,,,,,
0,20076_1239,,Honours,,Bachelor of Medicine and Bachelor of Surgery,,6/30/2016,Arts & Soc Sci,Current course was not the first choice of study,Singapore,Working Full-Time in a Permanent job,Non Applicable based on skip pattern,,Tried to but unable to find Full-Time Permanent Job,,Employee,Government,,SPRING SINGAPORE,Singapore,,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,,2500,Electronic Products,,"Others, please provide job title and description",,,2,3,Non Applicable based on skip pattern,Non Applicable based on skip pattern,,No,,,,None (Bonded to Sponsoring Organisation),Non Applicable based on skip pattern,4,2016,4,2016,No,Yes,Non Applicable based on skip pattern,No,No,No,No,Yes,No,No,No,No,No,No,,,1,,,,,,1,,,,,,,,Getting an interview,,"No, do not intend to pursue at all",Non Applicable based on skip pattern,,,,,,,No,Non Applicable based on skip pattern,,Yes,Neutral,Neutral,Not applicable,Not applicable,Very satisfied,Neutral,Agree,Well,A little,Very well,Very well,Well,Well,Well,Fairly well,Fairly well,Fairly well,Well,Not applicable,Fairly well,Very well,Agree,Chinese,,Others,,Full Time,UGRD,COMPUTER ENGINEERING(HONS)-CEG,,,NORMAL,,1520,Singapore Citizen,F,N,,,,,,
0,34563_1318,,Honours (Merit),,Bachelor of Science,,6/30/2016,Business Admin,Current course was my first choice of study,Singapore,Working Full-Time in a Permanent job,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,Employee,Private firm (including government-linked companies),,OTHER,Singapore,,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,4900,,,"Healthcare (Includes hospitals, medical, dental activities & pharmacies)",,Advocate/ Solicitor,,,4,4,"Yes, I am employed in a job partially related to my course of study",Non Applicable based on skip pattern,,No,,JULY,,None (Bonded to Sponsoring Organisation),Non Applicable based on skip pattern,6,2016,6,2016,Non Applicable based on skip pattern,No,No,No,No,No,Non Applicable based on skip pattern,Yes,No,Yes,No,No,No,No,,,,,,,,,,,,,,,,Q21_8 Other job websites portals,Getting an interview,,"Yes, intend to pursue in the near future (within the next 5 years)",Non Applicable based on skip pattern,,,,,,RAILWAY ENGINEERING,No,Non Applicable based on skip pattern,,Yes,Not applicable,Neutral,Neutral,Satisfied,Not applicable,Neutral,Agree,Well,A little,Well,Fairly well,Fairly well,Fairly well,Well,Very well,Well,Fairly well,Well,Not applicable,Well,Not applicable,Strongly agree,Chinese,,Others,,Full Time,UGRD,LIFE SCIENCES (HONS),,,NORMAL,,1520,Singapore Citizen,M,N,,,,,,
0,14975_1333,,Pass with Merit,,Bachelor of Dental Surgery,,2/28/2016,Chemical Eng,Current course was not the first choice of study,Singapore,Working on a Freelance basis,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,Employee,Non Applicable based on skip pattern,,,Singapore,,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,3200,,3000,Information & Communication,,Non Applicable based on skip pattern,SOCIAL WORKER,,Non Applicable based on skip pattern,3,Non Applicable based on skip pattern,Non Applicable based on skip pattern,,No,,JULY,,Non Applicable based on skip pattern,Non Applicable based on skip pattern,8,2016,8,2016,No,No,No,Non Applicable based on skip pattern,No,No,No,Yes,Yes,No,Non Applicable based on skip pattern,Yes,Yes,Non Applicable based on skip pattern,,3,,,,,,,,,,,,,,Q21_3 Centre for Future-ready Graduates Internships,"Finding jobs to apply to, that is related to my career interest",,"Yes, intend to pursue in the near future (within the next 5 years)",Master’s Degree by research,,,,,,,No,Non Applicable based on skip pattern,,"Not applicable. While I am aware of the career services, I have not used the career services offered",Very satisfied,Not applicable,Neutral,Not applicable,Not applicable,Not applicable,Strongly disagree,Very well,Fairly well,Well,Fairly well,Fairly well,Fairly well,A little,Very well,Well,Very well,Very well,Very well,A little,Well,Agree,Chinese,,Others,,Full Time,UGRD,COMPUTER ENGINEERING(HONS)-CEG,,,NORMAL,,1510,Singapore Citizen,M,N,,,,,,
